Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
4939,"2 BHK Flat for Sale in Sector 45, Mumbai","A beautiful 2 BHK apartment located in Sector 45, Mumbai, close to schools and markets.",1.79 Cr,17939683.0,"Sector 45, Mumbai",834 sqft,Under Construction,5 out of 8,Resale,Furnished,West,Pool,Society 392,2.0,0.0,0.0,Freehold,1050 sqft,28x28,1203 sqft
4940,"3 BHK Flat for Sale in Sector 1, Faridabad","A beautiful 3 BHK apartment located in Sector 1, Faridabad, close to schools and markets.",68.06 Lac,6806488.0,"Sector 1, Faridabad",1048 sqft,Ready to Move,2 out of 10,Resale,Unfurnished,West,Pool,Society 232,3.0,,,Freehold,121.6 sqm,32x32,1776 sqft
4941,"1 BHK Flat for Sale in Vihar, Ahmedabad","A beautiful 1 BHK apartment located in Vihar, Ahmedabad, close to schools and markets.",31.06 Lac,,"Vihar, Ahmedabad",31.6 sqm,Under Construction,2 out of 12,Resale,Unfurnished,West,,Society 273,1.0,2.0,1.0,Leasehold,486 sqft,18x18,
4942,"4 BHK Flat for Sale in Sector 43, Noida","A beautiful 4 BHK apartment located in Sector 43, Noida, close to schools and markets.",1.62 Cr,16169224.0,"Sector 43, Noida",155.7 sqm,Under Construction,3 out of 8,New Property,Semi-Furnished,,Club,Society 166,3.0,1.0,0.0,Leasehold,199.0 sqm,40x40,
4943,"2 BHK Flat for Sale in Sector 47, Delhi","A beautiful 2 BHK apartment located in Sector 47, Delhi, close to schools and markets.",1.91 Cr,19119963.0,"Sector 47, Delhi",781 sqft,Ready to Move,18 out of 25,New Property,Furnished,South-East,,Society 7,,2.0,2.0,Co-operative Society,883 sqft,27x27,1078 sqft
4944,"3 BHK Flat for Sale in Sector 51, Surat","A beautiful 3 BHK apartment located in Sector 51, Surat, close to schools and markets.",99.69 Lac,,"Sector 51, Surat",1028 sqft,Ready to Move,5 out of 22,New Property,Furnished,East,Pool,Society 165,3.0,2.0,,Leasehold,120.2 sqm,32x32,138.3 sqm
4945,"3 BHK Flat for Sale in Sector 14, Bangalore","A beautiful 3 BHK apartment located in Sector 14, Bangalore, close to schools and markets.",1.09 Cr,,"Sector 14, Bangalore",1172 sqft,Under Construction,8 out of 16,Resale,Unfurnished,West,,Society 123,2.0,2.0,0.0,Power Of Attorney,1510 sqft,34x34,
4946,"2 BHK Flat for Sale in Sector 20, Hyderabad","A beautiful 2 BHK apartment located in Sector 20, Hyderabad, close to schools and markets.",69.13 Lac,6913104.0,"Sector 20, Hyderabad",688 sqft,Ready to Move,7 out of 8,New Property,Unfurnished,North-West,Garden/Park,Society 359,2.0,2.0,2.0,Co-operative Society,873 sqft,26x26,
4947,"3 BHK Flat for Sale in Nagar, Chennai","A beautiful 3 BHK apartment located in Nagar, Chennai, close to schools and markets.",96.33 Lac,9633454.0,"Nagar, Chennai",1114 sqft,Ready to Move,3 out of 3,New Property,Unfurnished,,Club,Society 267,2.0,2.0,2.0,Power Of Attorney,126.0 sqm,33x33,1894 sqft
4948,"2 BHK Flat for Sale in Vihar, Ghaziabad","A beautiful 2 BHK apartment located in Vihar, Ghaziabad, close to schools and markets.",63.53 Lac,,"Vihar, Ghaziabad",794 sqft,Under Construction,5 out of 30,Resale,Semi-Furnished,North-East,Pool,Society 350,2.0,0.0,1.0,Freehold,1211 sqft,28x28,
4949,"4 BHK Flat for Sale in Phase 4, Pune","A beautiful 4 BHK apartment located in Phase 4, Pune, close to schools and markets.",1.33 Cr,,"Phase 4, Pune",1367 sqft,Under Construction,Ground out of 14,Resale,Semi-Furnished,North-West,Main Road,Society 78,4.0,1.0,,Freehold,1885 sqft,36x36,2485 sqft
4950,"4 BHK Flat for Sale in Extension, Noida","A beautiful 4 BHK apartment located in Extension, Noida, close to schools and markets.",1.43 Cr,,"Extension, Noida",1565 sqft,Ready to Move,Basement out of 3,Resale,Unfurnished,South,Garden/Park,Society 297,4.0,2.0,1.0,Leasehold,1984 sqft,39x39,2522 sqft
4951,"3 BHK Flat for Sale in Sector 22, Gurgaon","A beautiful 3 BHK apartment located in Sector 22, Gurgaon, close to schools and markets.",1.58 Cr,15773011.0,"Sector 22, Gurgaon",992 sqft,Under Construction,1 out of 7,New Property,Unfurnished,,Main Road,Society 7,,0.0,0.0,Co-operative Society,132.1 sqm,31x31,
4952,"3 BHK Flat for Sale in Sector 18, Surat","A beautiful 3 BHK apartment located in Sector 18, Surat, close to schools and markets.",65.46 Lac,,"Sector 18, Surat",978 sqft,Ready to Move,6 out of 28,New Property,Unfurnished,North-East,,Society 296,3.0,1.0,1.0,Freehold,1436 sqft,31x31,
4953,"1 BHK Flat for Sale in Sector 35, Surat","A beautiful 1 BHK apartment located in Sector 35, Surat, close to schools and markets.",27.28 Lac,,"Sector 35, Surat",353 sqft,Under Construction,17 out of 28,New Property,Unfurnished,South-West,Pool,Society 308,1.0,,1.0,Freehold,458 sqft,18x18,530 sqft
4954,"3 BHK Flat for Sale in Sector 52, Nagpur","A beautiful 3 BHK apartment located in Sector 52, Nagpur, close to schools and markets.",57.48 Lac,5747903.0,"Sector 52, Nagpur",1260 sqft,Ready to Move,20 out of 27,Resale,Furnished,South-West,Main Road,Society 324,3.0,3.0,0.0,Leasehold,148.0 sqm,35x35,205.6 sqm
4955,"3 BHK Flat for Sale in Sector 35, Ahmedabad","A beautiful 3 BHK apartment located in Sector 35, Ahmedabad, close to schools and markets.",87.96 Lac,,"Sector 35, Ahmedabad",100.9 sqm,Under Construction,12 out of 25,Resale,Semi-Furnished,North,Pool,Society 106,2.0,2.0,1.0,Co-operative Society,132.7 sqm,32x32,1817 sqft
4956,"5 BHK Flat for Sale in Sector 54, Hyderabad","A beautiful 5 BHK apartment located in Sector 54, Hyderabad, close to schools and markets.",2.32 Cr,,"Sector 54, Hyderabad",1760 sqft,Under Construction,6 out of 24,Resale,Unfurnished,North,Not Available,Society 396,,3.0,,Co-operative Society,2506 sqft,41x41,
4957,"5 BHK Flat for Sale in Vihar, Delhi","A beautiful 5 BHK apartment located in Vihar, Delhi, close to schools and markets.",5.66 Cr,,"Vihar, Delhi",2132 sqft,Ready to Move,1 out of 10,New Property,Unfurnished,South-West,Garden/Park,Society 102,5.0,2.0,,Co-operative Society,2736 sqft,46x46,
4958,"3 BHK Flat for Sale in Sector 29, Thane","A beautiful 3 BHK apartment located in Sector 29, Thane, close to schools and markets.",1.49 Cr,14943881.0,"Sector 29, Thane",1242 sqft,Ready to Move,5 out of 5,Resale,Furnished,North,,Society 119,2.0,0.0,1.0,Leasehold,1452 sqft,35x35,
4959,"4 BHK Flat for Sale in Sector 16, Bangalore","A beautiful 4 BHK apartment located in Sector 16, Bangalore, close to schools and markets.",1.66 Cr,,"Sector 16, Bangalore",1667 sqft,Ready to Move,20 out of 28,Resale,Semi-Furnished,West,Not Available,Society 209,3.0,2.0,,Leasehold,2065 sqft,40x40,
4960,"4 BHK Flat for Sale in Sector 13, Noida","A beautiful 4 BHK apartment located in Sector 13, Noida, close to schools and markets.",25.39 Lac,,"Sector 13, Noida",1521 sqft,Ready to Move,3 out of 10,Resale,Semi-Furnished,,Pool,Society 62,3.0,1.0,1.0,Co-operative Society,1749 sqft,39x39,178.5 sqm
4961,"4 BHK Flat for Sale in Phase 7, Hyderabad","A beautiful 4 BHK apartment located in Phase 7, Hyderabad, close to schools and markets.",1.52 Cr,,"Phase 7, Hyderabad",165.1 sqm,Ready to Move,1 out of 1,Resale,Furnished,West,,Society 50,3.0,1.0,0.0,Leasehold,2044 sqft,42x42,
4962,"2 BHK Flat for Sale in Sector 44, Faridabad","A beautiful 2 BHK apartment located in Sector 44, Faridabad, close to schools and markets.",63.03 Lac,6303419.0,"Sector 44, Faridabad",68.6 sqm,Under Construction,2 out of 2,New Property,Semi-Furnished,South-East,Not Available,Society 175,2.0,2.0,1.0,Co-operative Society,87.0 sqm,27x27,1284 sqft
4963,"2 BHK Flat for Sale in Sector 30, Chandigarh","A beautiful 2 BHK apartment located in Sector 30, Chandigarh, close to schools and markets.",79.38 Lac,7938237.0,"Sector 30, Chandigarh",719 sqft,Ready to Move,22 out of 24,New Property,Semi-Furnished,South-West,Pool,Society 216,2.0,2.0,2.0,Leasehold,921 sqft,26x26,
4964,"1 BHK Flat for Sale in Phase 8, Mumbai","A beautiful 1 BHK apartment located in Phase 8, Mumbai, close to schools and markets.",1.23 Cr,12255041.0,"Phase 8, Mumbai",404 sqft,Under Construction,8 out of 10,Resale,Unfurnished,South-East,Not Available,Society 341,1.0,0.0,0.0,Freehold,41.3 sqm,20x20,
4965,"1 BHK Flat for Sale in Sector 9, Ahmedabad","A beautiful 1 BHK apartment located in Sector 9, Ahmedabad, close to schools and markets.",51.25 Lac,5124688.0,"Sector 9, Ahmedabad",38.5 sqm,Under Construction,10 out of 21,New Property,Furnished,South-East,Club,Society 2,1.0,1.0,0.0,Leasehold,545 sqft,20x20,635 sqft
4966,"4 BHK Flat for Sale in Sector 3, Ghaziabad","A beautiful 4 BHK apartment located in Sector 3, Ghaziabad, close to schools and markets.",91.54 Lac,9154414.0,"Sector 3, Ghaziabad",1831 sqft,Under Construction,7 out of 13,Resale,Unfurnished,South-West,,Society 112,4.0,2.0,,Leasehold,2295 sqft,42x42,
4967,"3 BHK Flat for Sale in Sector 29, Kolkata","A beautiful 3 BHK apartment located in Sector 29, Kolkata, close to schools and markets.",1.32 Cr,,"Sector 29, Kolkata",102.5 sqm,Under Construction,2 out of 2,New Property,Furnished,North-East,Main Road,Society 317,3.0,1.0,0.0,Co-operative Society,1608 sqft,33x33,
4968,"2 BHK Flat for Sale in Sector 57, Thane","A beautiful 2 BHK apartment located in Sector 57, Thane, close to schools and markets.",1.34 Cr,13420104.0,"Sector 57, Thane",651 sqft,Ready to Move,Basement out of 11,New Property,Furnished,South-East,Garden/Park,,2.0,3.0,1.0,Freehold,934 sqft,25x25,
4969,"5 BHK Flat for Sale in Phase 6, Indore","A beautiful 5 BHK apartment located in Phase 6, Indore, close to schools and markets.",99.39 Lac,9939483.0,"Phase 6, Indore",176.0 sqm,Ready to Move,12 out of 12,Resale,Semi-Furnished,,Garden/Park,Society 339,4.0,1.0,2.0,Freehold,255.4 sqm,43x43,
4970,"3 BHK Flat for Sale in Sector 7, Noida","A beautiful 3 BHK apartment located in Sector 7, Noida, close to schools and markets.",1.23 Cr,,"Sector 7, Noida",1147 sqft,Ready to Move,8 out of 16,New Property,Furnished,,Club,Society 392,3.0,1.0,1.0,Co-operative Society,1328 sqft,33x33,
4971,"4 BHK Flat for Sale in Sector 50, Surat","A beautiful 4 BHK apartment located in Sector 50, Surat, close to schools and markets.",1.11 Cr,,"Sector 50, Surat",144.8 sqm,Ready to Move,2 out of 12,Resale,Furnished,East,Not Available,Society 348,4.0,2.0,2.0,Co-operative Society,2425 sqft,39x39,
4972,"4 BHK Flat for Sale in Phase 3, Lucknow","A beautiful 4 BHK apartment located in Phase 3, Lucknow, close to schools and markets.",78.18 Lac,7818021.0,"Phase 3, Lucknow",1450 sqft,Ready to Move,18 out of 26,Resale,Furnished,West,Club,Society 397,4.0,3.0,0.0,Co-operative Society,195.0 sqm,38x38,
4973,"4 BHK Flat for Sale in Sector 28, Surat","A beautiful 4 BHK apartment located in Sector 28, Surat, close to schools and markets.",1.02 Cr,10210844.0,"Sector 28, Surat",1235 sqft,Ready to Move,2 out of 2,New Property,Semi-Furnished,North-East,Club,Society 352,4.0,2.0,2.0,Co-operative Society,1602 sqft,35x35,2162 sqft
4974,"2 BHK Flat for Sale in Sector 26, Indore","A beautiful 2 BHK apartment located in Sector 26, Indore, close to schools and markets.",66.05 Lac,,"Sector 26, Indore",728 sqft,Under Construction,7 out of 11,New Property,Unfurnished,South-West,,Society 40,1.0,1.0,1.0,Co-operative Society,1024 sqft,26x26,1326 sqft
4975,"2 BHK Flat for Sale in Sector 30, Faridabad","A beautiful 2 BHK apartment located in Sector 30, Faridabad, close to schools and markets.",78.69 Lac,,"Sector 30, Faridabad",908 sqft,Under Construction,13 out of 15,New Property,Furnished,East,Garden/Park,Society 397,2.0,2.0,1.0,Leasehold,109.8 sqm,30x30,1240 sqft
4976,"3 BHK Flat for Sale in Sector 7, Jaipur","A beautiful 3 BHK apartment located in Sector 7, Jaipur, close to schools and markets.",59.2 Lac,,"Sector 7, Jaipur",1055 sqft,Ready to Move,5 out of 20,New Property,Furnished,North,Club,Society 317,2.0,1.0,0.0,Co-operative Society,1429 sqft,32x32,
4977,"5 BHK Flat for Sale in Enclave, Ahmedabad","A beautiful 5 BHK apartment located in Enclave, Ahmedabad, close to schools and markets.",1.25 Cr,,"Enclave, Ahmedabad",2174 sqft,Ready to Move,4 out of 7,New Property,Furnished,West,Not Available,Society 127,5.0,0.0,,Leasehold,2580 sqft,46x46,
4978,"3 BHK Flat for Sale in Sector 6, Kolkata","A beautiful 3 BHK apartment located in Sector 6, Kolkata, close to schools and markets.",1.2 Cr,12012750.0,"Sector 6, Kolkata",1091 sqft,Ready to Move,5 out of 8,New Property,Semi-Furnished,South,Pool,Society 171,3.0,0.0,2.0,Co-operative Society,1400 sqft,33x33,
4979,"4 BHK Flat for Sale in Sector 44, Ahmedabad","A beautiful 4 BHK apartment located in Sector 44, Ahmedabad, close to schools and markets.",1.4 Cr,14033152.0,"Sector 44, Ahmedabad",1811 sqft,Ready to Move,Ground out of 4,New Property,Furnished,West,Garden/Park,Society 190,4.0,1.0,2.0,Power Of Attorney,2118 sqft,42x42,
4980,"1 BHK Flat for Sale in Sector 11, Ahmedabad","A beautiful 1 BHK apartment located in Sector 11, Ahmedabad, close to schools and markets.",33.21 Lac,3321449.0,"Sector 11, Ahmedabad",353 sqft,Under Construction,Basement out of 7,New Property,Furnished,East,Garden/Park,Society 85,1.0,2.0,0.0,Co-operative Society,476 sqft,18x18,
4981,"2 BHK Flat for Sale in Sector 46, Bangalore","A beautiful 2 BHK apartment located in Sector 46, Bangalore, close to schools and markets.",1.1 Cr,11014948.0,"Sector 46, Bangalore",65.9 sqm,Under Construction,25 out of 25,New Property,Semi-Furnished,South-East,Club,Society 169,2.0,1.0,,Co-operative Society,943 sqft,26x26,
4982,"2 BHK Flat for Sale in Sector 58, Faridabad","A beautiful 2 BHK apartment located in Sector 58, Faridabad, close to schools and markets.",96.68 Lac,9667660.0,"Sector 58, Faridabad",808 sqft,Ready to Move,11 out of 22,New Property,Semi-Furnished,East,Pool,Society 175,2.0,3.0,2.0,Leasehold,117.6 sqm,28x28,1538 sqft
4983,"2 BHK Flat for Sale in Sector 38, Navi Mumbai","A beautiful 2 BHK apartment located in Sector 38, Navi Mumbai, close to schools and markets.",1.09 Cr,10949665.0,"Sector 38, Navi Mumbai",73.9 sqm,Ready to Move,4 out of 25,Resale,Unfurnished,North-West,Club,Society 244,,3.0,0.0,Freehold,108.0 sqm,28x28,1386 sqft
4984,"3 BHK Flat for Sale in Sector 25, Mumbai","A beautiful 3 BHK apartment located in Sector 25, Mumbai, close to schools and markets.",4.21 Cr,42132568.0,"Sector 25, Mumbai",938 sqft,Ready to Move,18 out of 29,Resale,Furnished,South-West,Main Road,Society 253,3.0,2.0,0.0,Freehold,1439 sqft,30x30,1628 sqft
4985,"3 BHK Flat for Sale in Sector 13, Navi Mumbai","A beautiful 3 BHK apartment located in Sector 13, Navi Mumbai, close to schools and markets.",22.07 Lac,2207210.0,"Sector 13, Navi Mumbai",1067 sqft,Ready to Move,11 out of 28,Resale,Unfurnished,North,Pool,Society 186,2.0,0.0,2.0,Leasehold,1602 sqft,32x32,
4986,"3 BHK Flat for Sale in Sector 56, Kolkata","A beautiful 3 BHK apartment located in Sector 56, Kolkata, close to schools and markets.",1.1 Cr,11047307.0,"Sector 56, Kolkata",1143 sqft,Ready to Move,6 out of 27,Resale,Semi-Furnished,East,Pool,Society 295,2.0,2.0,2.0,Freehold,1662 sqft,33x33,
4987,"3 BHK Flat for Sale in Sector 28, Delhi","A beautiful 3 BHK apartment located in Sector 28, Delhi, close to schools and markets.",3.09 Cr,30903444.0,"Sector 28, Delhi",103.3 sqm,Ready to Move,5 out of 14,Resale,Furnished,,Pool,Society 13,3.0,2.0,1.0,Power Of Attorney,1557 sqft,33x33,
4988,"5 BHK Flat for Sale in Sector 20, Mumbai","A beautiful 5 BHK apartment located in Sector 20, Mumbai, close to schools and markets.",5.24 Cr,,"Sector 20, Mumbai",161.9 sqm,Under Construction,12 out of 26,Resale,Semi-Furnished,,Club,,5.0,3.0,,Power Of Attorney,197.0 sqm,41x41,
4989,"4 BHK Flat for Sale in Sector 45, Thane","A beautiful 4 BHK apartment located in Sector 45, Thane, close to schools and markets.",3.41 Cr,,"Sector 45, Thane",1510 sqft,Under Construction,20 out of 23,Resale,Unfurnished,South,Pool,Society 85,3.0,3.0,1.0,Leasehold,2300 sqft,38x38,2738 sqft
4990,"4 BHK Flat for Sale in Sector 36, Chennai","A beautiful 4 BHK apartment located in Sector 36, Chennai, close to schools and markets.",1.84 Cr,18413844.0,"Sector 36, Chennai",1468 sqft,Under Construction,3 out of 9,Resale,Semi-Furnished,North-West,Club,Society 202,4.0,1.0,2.0,Leasehold,1943 sqft,38x38,
4991,"3 BHK Flat for Sale in Sector 42, Faridabad","A beautiful 3 BHK apartment located in Sector 42, Faridabad, close to schools and markets.",96.4 Lac,9640112.0,"Sector 42, Faridabad",110.7 sqm,Under Construction,Ground out of 1,Resale,Unfurnished,East,Garden/Park,Society 392,,2.0,2.0,Leasehold,1645 sqft,34x34,
4992,"3 BHK Flat for Sale in Sector 21, Hyderabad","A beautiful 3 BHK apartment located in Sector 21, Hyderabad, close to schools and markets.",1.37 Cr,,"Sector 21, Hyderabad",109.9 sqm,Ready to Move,Ground out of 7,Resale,Furnished,East,Pool,Society 175,3.0,3.0,2.0,Power Of Attorney,1557 sqft,34x34,1895 sqft
4993,"5 BHK Flat for Sale in Sector 54, Hyderabad","A beautiful 5 BHK apartment located in Sector 54, Hyderabad, close to schools and markets.",2.36 Cr,23607428.0,"Sector 54, Hyderabad",189.8 sqm,Ready to Move,3 out of 30,New Property,Unfurnished,North-East,Garden/Park,Society 211,5.0,2.0,1.0,Leasehold,2315 sqft,45x45,
4994,"3 BHK Flat for Sale in Sector 37, Bangalore","A beautiful 3 BHK apartment located in Sector 37, Bangalore, close to schools and markets.",2.37 Cr,23714858.0,"Sector 37, Bangalore",127.3 sqm,Ready to Move,1 out of 4,New Property,Unfurnished,North,Not Available,Society 189,3.0,2.0,2.0,Freehold,1691 sqft,37x37,
4995,"4 BHK Flat for Sale in Sector 38, Navi Mumbai","A beautiful 4 BHK apartment located in Sector 38, Navi Mumbai, close to schools and markets.",2.11 Cr,21116268.0,"Sector 38, Navi Mumbai",1178 sqft,Ready to Move,Ground out of 2,Resale,Furnished,,Main Road,Society 167,3.0,1.0,2.0,Co-operative Society,1647 sqft,34x34,
4996,"3 BHK Flat for Sale in Sector 4, Bangalore","A beautiful 3 BHK apartment located in Sector 4, Bangalore, close to schools and markets.",1.04 Cr,,"Sector 4, Bangalore",1088 sqft,Under Construction,6 out of 14,Resale,Unfurnished,North-West,Pool,,3.0,1.0,1.0,Freehold,1454 sqft,32x32,136.1 sqm
4997,"2 BHK Flat for Sale in Sector 13, Navi Mumbai","A beautiful 2 BHK apartment located in Sector 13, Navi Mumbai, close to schools and markets.",1.33 Cr,13309372.0,"Sector 13, Navi Mumbai",895 sqft,Ready to Move,2 out of 9,New Property,Unfurnished,North-West,Main Road,Society 329,1.0,1.0,,Freehold,1047 sqft,29x29,
4998,"3 BHK Flat for Sale in Phase 9, Thane","A beautiful 3 BHK apartment located in Phase 9, Thane, close to schools and markets.",Call for Price,11687306.0,"Phase 9, Thane",1068 sqft,Under Construction,3 out of 14,Resale,Unfurnished,South-West,Not Available,Society 219,3.0,0.0,2.0,Leasehold,1229 sqft,32x32,145.9 sqm
4999,"3 BHK Flat for Sale in Sector 17, Navi Mumbai","A beautiful 3 BHK apartment located in Sector 17, Navi Mumbai, close to schools and markets.",1.43 Cr,,"Sector 17, Navi Mumbai",105.0 sqm,Ready to Move,Basement out of 1,Resale,Furnished,North-West,Pool,Society 201,3.0,2.0,1.0,Power Of Attorney,1539 sqft,33x33,
5000,"3 BHK Flat for Sale in Sector 8, Mumbai","A beautiful 3 BHK apartment located in Sector 8, Mumbai, close to schools and markets.",3.99 Cr,,"Sector 8, Mumbai",109.1 sqm,Under Construction,10 out of 16,New Property,Furnished,North,Club,Society 69,3.0,3.0,0.0,Freehold,1803 sqft,34x34,180.8 sqm
5001,"3 BHK Flat for Sale in Sector 2, Jaipur","A beautiful 3 BHK apartment located in Sector 2, Jaipur, close to schools and markets.",1.09 Cr,,"Sector 2, Jaipur",1299 sqft,Under Construction,1 out of 27,New Property,Unfurnished,North,Main Road,Society 235,3.0,0.0,0.0,Freehold,1601 sqft,36x36,
5002,"3 BHK Flat for Sale in Phase 6, Indore","A beautiful 3 BHK apartment located in Phase 6, Indore, close to schools and markets.",81.85 Lac,8185381.0,"Phase 6, Indore",914 sqft,Under Construction,7 out of 26,New Property,Furnished,South-West,,Society 164,3.0,,1.0,Power Of Attorney,1245 sqft,30x30,1267 sqft
5003,"5 BHK Flat for Sale in Sector 38, Thane","A beautiful 5 BHK apartment located in Sector 38, Thane, close to schools and markets.",2.18 Cr,21755277.0,"Sector 38, Thane",1896 sqft,Ready to Move,7 out of 29,New Property,Unfurnished,North-West,Not Available,Society 128,4.0,1.0,1.0,Power Of Attorney,2383 sqft,43x43,3316 sqft
5004,"3 BHK Flat for Sale in Sector 37, Surat","A beautiful 3 BHK apartment located in Sector 37, Surat, close to schools and markets.",58.14 Lac,,"Sector 37, Surat",91.4 sqm,Under Construction,7 out of 9,New Property,Semi-Furnished,North-East,Pool,,3.0,1.0,0.0,Leasehold,1510 sqft,31x31,
5005,"2 BHK Flat for Sale in Sector 42, Mumbai","A beautiful 2 BHK apartment located in Sector 42, Mumbai, close to schools and markets.",3.03 Cr,,"Sector 42, Mumbai",731 sqft,Under Construction,Ground out of 24,New Property,Unfurnished,East,Pool,,,2.0,2.0,Freehold,966 sqft,27x27,
5006,"1 BHK Flat for Sale in Sector 10, Mumbai","A beautiful 1 BHK apartment located in Sector 10, Mumbai, close to schools and markets.",1.31 Cr,13146304.0,"Sector 10, Mumbai",471 sqft,Under Construction,Basement out of 1,Resale,Unfurnished,South-West,Not Available,Society 344,1.0,0.0,2.0,Co-operative Society,512 sqft,21x21,
5007,"2 BHK Flat for Sale in Sector 26, Nagpur","A beautiful 2 BHK apartment located in Sector 26, Nagpur, close to schools and markets.",45.65 Lac,,"Sector 26, Nagpur",758 sqft,Under Construction,Basement out of 6,New Property,Semi-Furnished,South-East,,,2.0,,1.0,Freehold,1081 sqft,27x27,
5008,"3 BHK Flat for Sale in Sector 49, Bangalore","A beautiful 3 BHK apartment located in Sector 49, Bangalore, close to schools and markets.",1.25 Cr,,"Sector 49, Bangalore",1185 sqft,Ready to Move,13 out of 27,Resale,Unfurnished,South,Pool,,2.0,0.0,,Power Of Attorney,1832 sqft,34x34,1990 sqft
5009,"3 BHK Flat for Sale in Sector 30, Nagpur","A beautiful 3 BHK apartment located in Sector 30, Nagpur, close to schools and markets.",67.45 Lac,6745414.0,"Sector 30, Nagpur",909 sqft,Under Construction,13 out of 22,Resale,Furnished,North-East,Garden/Park,Society 176,2.0,0.0,1.0,Co-operative Society,109.5 sqm,30x30,150.8 sqm
5010,"5 BHK Flat for Sale in Sector 43, Faridabad","A beautiful 5 BHK apartment located in Sector 43, Faridabad, close to schools and markets.",1.17 Cr,,"Sector 43, Faridabad",1819 sqft,Under Construction,15 out of 24,New Property,Semi-Furnished,South-East,,Society 333,5.0,2.0,,Power Of Attorney,2486 sqft,42x42,
5011,"2 BHK Flat for Sale in Sector 14, Delhi","A beautiful 2 BHK apartment located in Sector 14, Delhi, close to schools and markets.",1.68 Cr,,"Sector 14, Delhi",59.3 sqm,Ready to Move,5 out of 19,Resale,Semi-Furnished,West,Pool,Society 317,1.0,,1.0,Freehold,951 sqft,25x25,
5012,"3 BHK Flat for Sale in Sector 15, Chandigarh","A beautiful 3 BHK apartment located in Sector 15, Chandigarh, close to schools and markets.",1.8 Cr,18043179.0,"Sector 15, Chandigarh",1307 sqft,Ready to Move,12 out of 24,New Property,Furnished,East,Not Available,Society 233,3.0,2.0,1.0,Freehold,153.1 sqm,36x36,156.8 sqm
5013,"3 BHK Flat for Sale in Sector 42, Gurgaon","A beautiful 3 BHK apartment located in Sector 42, Gurgaon, close to schools and markets.",1.99 Cr,,"Sector 42, Gurgaon",885 sqft,Ready to Move,3 out of 7,New Property,Unfurnished,South-West,,Society 113,2.0,,1.0,Power Of Attorney,1168 sqft,29x29,1412 sqft
5014,"3 BHK Flat for Sale in Nagar, Noida","A beautiful 3 BHK apartment located in Nagar, Noida, close to schools and markets.",1.17 Cr,,"Nagar, Noida",85.9 sqm,Ready to Move,3 out of 6,Resale,Unfurnished,North-East,Not Available,Society 89,2.0,3.0,1.0,Freehold,131.0 sqm,30x30,
5015,"1 BHK Flat for Sale in Sector 21, Navi Mumbai","A beautiful 1 BHK apartment located in Sector 21, Navi Mumbai, close to schools and markets.",58.17 Lac,5816966.0,"Sector 21, Navi Mumbai",33.3 sqm,Ready to Move,Ground out of 16,New Property,Furnished,South-East,,Society 241,,2.0,1.0,Freehold,562 sqft,18x18,
5016,"1 BHK Flat for Sale in Sector 6, Chandigarh","A beautiful 1 BHK apartment located in Sector 6, Chandigarh, close to schools and markets.",31.76 Lac,,"Sector 6, Chandigarh",309 sqft,Ready to Move,3 out of 7,Resale,Furnished,West,Pool,Society 214,1.0,1.0,1.0,Leasehold,397 sqft,17x17,
5017,"2 BHK Flat for Sale in Sector 31, Kolkata","A beautiful 2 BHK apartment located in Sector 31, Kolkata, close to schools and markets.",59.02 Lac,,"Sector 31, Kolkata",900 sqft,Under Construction,6 out of 15,Resale,Unfurnished,South,Club,Society 316,2.0,3.0,2.0,Co-operative Society,1067 sqft,30x30,
5018,"4 BHK Flat for Sale in Sector 26, Mumbai","A beautiful 4 BHK apartment located in Sector 26, Mumbai, close to schools and markets.",7.45 Cr,74526566.0,"Sector 26, Mumbai",1559 sqft,Under Construction,2 out of 3,Resale,Furnished,South-West,Club,Society 318,3.0,,2.0,Power Of Attorney,2262 sqft,39x39,
5019,"2 BHK Flat for Sale in Sector 42, Surat","A beautiful 2 BHK apartment located in Sector 42, Surat, close to schools and markets.",68.07 Lac,6806504.0,"Sector 42, Surat",84.4 sqm,Ready to Move,20 out of 24,New Property,Unfurnished,North-East,Garden/Park,Society 267,2.0,,,Power Of Attorney,1073 sqft,30x30,
5020,"3 BHK Flat for Sale in Sector 33, Mumbai","A beautiful 3 BHK apartment located in Sector 33, Mumbai, close to schools and markets.",3.73 Cr,,"Sector 33, Mumbai",94.0 sqm,Under Construction,16 out of 26,New Property,Semi-Furnished,South-West,Club,,2.0,1.0,1.0,Co-operative Society,1237 sqft,31x31,
5021,"2 BHK Flat for Sale in Sector 12, Ahmedabad","A beautiful 2 BHK apartment located in Sector 12, Ahmedabad, close to schools and markets.",54.21 Lac,,"Sector 12, Ahmedabad",808 sqft,Ready to Move,1 out of 14,New Property,Semi-Furnished,South-West,Main Road,Society 118,2.0,0.0,1.0,Freehold,950 sqft,28x28,1110 sqft
5022,"2 BHK Flat for Sale in Sector 4, Hyderabad","A beautiful 2 BHK apartment located in Sector 4, Hyderabad, close to schools and markets.",81.8 Lac,,"Sector 4, Hyderabad",63.0 sqm,Under Construction,2 out of 19,Resale,Unfurnished,,Main Road,Society 167,2.0,0.0,1.0,Leasehold,866 sqft,26x26,
